freq_hz,magnitude
1.588236298945956371e+01,9.258369472796553756e-01
1.601471601437172509e+01,9.258369177622781665e-01
1.614706903928388826e+01,9.258369349217412392e-01
1.627942206419605142e+01,9.258369347223558421e-01
1.641177508910821459e+01,9.258369184518548956e-01
1.654412811402037775e+01,9.258369459171286175e-01
1.667648113893254092e+01,9.258369156271326617e-01
1.680883416384470408e+01,9.258369398136593320e-01
1.694118718875686724e+01,9.258369285980652119e-01
1.707354021366903041e+01,9.258369239725273703e-01
1.720589323858119357e+01,9.258369426000016000e-01
1.733824626349335674e+01,9.258369158377214303e-01
1.747059928840551990e+01,9.258369426734939234e-01
1.760295231331768306e+01,9.258369236027153004e-01
1.773530533822984623e+01,9.258369295717301384e-01
1.786765836314200939e+01,9.258369380581582542e-01
1.800001138805417256e+01,9.258369180220261674e-01
1.813236441296633572e+01,9.258369434161017875e-01
1.826471743787849888e+01,9.258369202391586450e-01
1.839707046279066205e+01,9.258369344910291066e-01
1.852942348770282521e+01,9.258369330726970992e-01
1.866177651261498482e+01,9.258369216087783959e-01
1.879412953752714799e+01,9.258369422397190185e-01
1.892648256243931115e+01,9.258369187298766123e-01
1.905883558735147432e+01,9.258369381656877950e-01
1.919118861226363748e+01,9.258369283730440991e-01
1.932354163717580064e+01,9.258369259249920047e-01
1.945589466208796381e+01,9.258369395629678644e-01
1.958824768700012697e+01,9.258369190274047256e-01
1.972060071191229014e+01,9.258369402685417970e-01
1.985295373682445330e+01,9.258369245533852876e-01
1.998530676173661647e+01,9.258369302930889999e-01
2.011765978664877963e+01,9.258369359436842139e-01
2.025001281156094279e+01,9.258369208556233021e-01
2.038236583647310596e+01,9.258369407199593670e-01
2.051471886138526912e+01,9.258369220157638413e-01
2.064707188629743229e+01,9.258369341164895960e-01
2.077942491120959545e+01,9.258369319910164652e-01
2.091177793612175861e+01,9.258369237735672996e-01
2.104413096103392178e+01,9.258369396666195072e-01
2.117648398594608494e+01,9.258369209434190727e-01
2.130883701085824811e+01,9.258369369449823694e-01
2.144119003577041127e+01,9.258369282818649237e-01
2.157354306068257443e+01,9.258369272517299464e-01
2.170589608559473760e+01,9.258369374351106407e-01
2.183824911050690076e+01,9.258369213041399703e-01
2.197060213541906393e+01,9.258369385143786490e-01
2.210295516033122354e+01,9.258369252911149427e-01
2.223530818524338670e+01,9.258369307503773182e-01
2.236766121015554987e+01,9.258369344686778746e-01
2.250001423506771303e+01,9.258369228799255835e-01
2.263236725997987620e+01,9.258369387585079213e-01
2.276472028489203936e+01,9.258369233425417510e-01
2.289707330980420252e+01,9.258369337902125906e-01
2.302942633471636569e+01,9.258369312565701836e-01
2.316177935962852885e+01,9.258369253165351642e-01
2.329413238454069202e+01,9.258369377950630419e-01
2.342648540945285518e+01,9.258369225841597272e-01
2.355883843436501834e+01,9.258369360075981991e-01
2.369119145927718151e+01,9.258369282654169696e-01
2.382354448418934467e+01,9.258369281847618204e-01
2.395589750910150784e+01,9.258369358897826640e-01
2.408825053401367100e+01,9.258369229884850782e-01
2.422060355892583416e+01,9.258369371891378430e-01
2.435295658383799733e+01,9.258369258808724078e-01
2.448530960875016049e+01,9.258369310446452616e-01
2.461766263366232366e+01,9.258369334056285593e-01
2.475001565857448682e+01,9.258369243751175537e-01
2.488236868348664999e+01,9.258369372834374111e-01
2.501472170839881315e+01,9.258369243657537107e-01
2.514707473331097631e+01,9.258369335043272752e-01
2.527942775822313948e+01,9.258369307448217622e-01
2.541178078313529909e+01,9.258369264505863505e-01
2.554413380804746225e+01,9.258369363908568461e-01
2.567648683295962542e+01,9.258369238382747612e-01
2.580883985787178858e+01,9.258369352666876440e-01
2.594119288278395175e+01,9.258369282917306986e-01
2.607354590769611491e+01,9.258369288587320334e-01
2.620589893260827807e+01,9.258369347346989686e-01
2.633825195752044124e+01,9.258369242711602665e-01
2.647060498243260440e+01,9.258369361590482738e-01
2.660295800734476757e+01,9.258369263637681312e-01
2.673531103225693073e+01,9.258369312342169533e-01
2.686766405716909389e+01,9.258369326192851245e-01
2.700001708208125706e+01,9.258369255097583794e-01
2.713237010699342022e+01,9.258369361437781553e-01
2.726472313190558339e+01,9.258369251757935237e-01
2.739707615681774655e+01,9.258369332520408612e-01
2.752942918172990971e+01,9.258369303815096041e-01
2.766178220664207288e+01,9.258369273050457426e-01
2.779413523155423604e+01,9.258369353102275934e-01
2.792648825646639921e+01,9.258369248213330627e-01
2.805884128137856237e+01,9.258369346670649591e-01
2.819119430629072554e+01,9.258369283427076990e-01
2.832354733120288870e+01,9.258369293559105540e-01
2.845590035611505186e+01,9.258369338507389523e-01
2.858825338102721503e+01,9.258369252715035191e-01
2.872060640593937819e+01,9.258369353393592904e-01
2.885295943085153780e+01,9.258369267670296665e-01
2.898531245576370097e+01,9.258369313543949319e-01
2.911766548067586413e+01,9.258369320252827217e-01
2.925001850558802730e+01,9.258369263901898849e-01
2.938237153050019046e+01,9.258369352433355459e-01
2.951472455541235362e+01,9.258369258311495154e-01
2.964707758032451679e+01,9.258369330277603781e-01
2.977943060523667995e+01,9.258369301203122070e-01
2.991178363014884312e+01,9.258369279620753955e-01
3.004413665506100628e+01,9.258369344609087559e-01
3.017648967997316944e+01,9.258369256082780163e-01
3.030884270488533261e+01,9.258369341721480739e-01
3.044119572979749577e+01,9.258369284077372363e-01
3.057354875470965894e+01,9.258369297287379895e-01
3.070590177962182210e+01,9.258369331609459518e-01
3.083825480453398526e+01,9.258369260673463552e-01
3.097060782944614843e+01,9.258369346741405215e-01
3.110296085435831159e+01,9.258369271093765951e-01
3.123531387927047476e+01,9.258369314273957595e-01
3.136766690418263792e+01,9.258369315688684820e-01
3.150001992909480109e+01,9.258369270861923628e-01
3.163237295400696425e+01,9.258369345183904420e-01
3.176472597891912741e+01,9.258369263711350161e-01
3.189707900383129058e+01,9.258369328269551168e-01
3.202943202874345019e+01,9.258369299312392275e-01
3.216178505365561335e+01,9.258369284758553031e-01
3.229413807856777652e+01,9.258369337814648103e-01
3.242649110347993968e+01,9.258369262495104168e-01
3.255884412839210285e+01,9.258369337568191915e-01
3.269119715330426601e+01,9.258369284804328636e-01
3.282355017821642917e+01,9.258369300118419742e-01
3.295590320312859234e+01,9.258369326138259359e-01
3.308825622804075550e+01,9.258369267112424028e-01
3.322060925295291867e+01,9.258369341252008500e-01
3.335296227786508183e+01,9.258369274040870733e-01
3.348531530277724499e+01,9.258369314676624384e-01
3.361766832768940816e+01,9.258369312133020168e-01
3.375002135260157132e+01,9.258369276450938434e-01
3.388237437751373449e+01,9.258369339253345043e-01
3.401472740242589765e+01,9.258369268230309812e-01
3.414708042733806082e+01,9.258369326459674475e-01
3.427943345225022398e+01,9.258369297942496967e-01
3.441178647716238714e+01,9.258369288832601907e-01
3.454413950207455031e+01,9.258369332296891852e-01
3.467649252698671347e+01,9.258369267799856361e-01
3.480884555189887664e+01,9.258369334033115239e-01
3.494119857681103980e+01,9.258369285568767149e-01
3.507355160172320296e+01,9.258369302287834390e-01
3.520590462663536613e+01,9.258369321738800783e-01
3.533825765154752929e+01,9.258369272397406480e-01
3.547061067645969246e+01,9.258369336656941950e-01
3.560296370137185562e+01,9.258369276608300336e-01
3.573531672628401878e+01,9.258369314848441389e-01
3.586766975119618195e+01,9.258369309332160624e-01
3.600002277610834511e+01,9.258369280999141360e-01
3.613237580102050828e+01,9.258369334334772827e-01
3.626472882593267144e+01,9.258369272062929589e-01
3.639708185084483461e+01,9.258369324818364055e-01
3.652943487575699777e+01,9.258369296955896166e-01
3.666178790066916093e+01,9.258369292100731007e-01
3.679414092558132410e+01,9.258369327758007028e-01
3.692649395049348726e+01,9.258369272245942083e-01
3.705884697540565043e+01,9.258369330987367141e-01
3.719120000031781359e+01,9.258369286346392890e-01
3.732355302522996965e+01,9.258369303960130026e-01
3.745590605014213281e+01,9.258369318160006856e-01
3.758825907505429598e+01,9.258369276789120139e-01
3.772061209996645914e+01,9.258369332762717008e-01
3.785296512487862231e+01,9.258369278868074925e-01
3.798531814979078547e+01,9.258369314855412480e-01
3.811767117470294863e+01,9.258369307106630863e-01
3.825002419961511180e+01,9.258369284742591354e-01
3.838237722452727496e+01,9.258369330206942527e-01
3.851473024943943813e+01,9.258369275351259198e-01
3.864708327435160129e+01,9.258369323321555822e-01
3.877943629926376445e+01,9.258369296255951619e-01
3.891178932417592762e+01,9.258369294747490486e-01
3.904414234908809078e+01,9.258369323982910126e-01
3.917649537400025395e+01,9.258369276014715155e-01
3.930884839891241711e+01,9.258369328335347426e-01
3.944120142382458027e+01,9.258369287122056868e-01
3.957355444873674344e+01,9.258369305252753811e-01
3.970590747364890660e+01,9.258369315220267293e-01
3.983826049856106977e+01,9.258369280477689589e-01
3.997061352347323293e+01,9.258369329426838767e-01
4.010296654838539610e+01,9.258369280874912954e-01
4.023531957329755926e+01,9.258369314743605250e-01
4.036767259820972242e+01,9.258369305326665799e-01
4.050002562312188559e+01,9.258369287853689400e-01
4.063237864803404875e+01,9.258369326706944458e-01
4.076473167294621192e+01,9.258369278201163954e-01
4.089708469785837508e+01,9.258369321949539987e-01
4.102943772277053824e+01,9.258369295773380969e-01
4.116179074768270141e+01,9.258369296907708046e-01
4.129414377259486457e+01,9.258369320813086834e-01
4.142649679750702774e+01,9.258369279240966643e-01
4.155884982241919090e+01,9.258369326004798339e-01
4.169120284733135406e+01,9.258369287886366594e-01
4.182355587224351723e+01,9.258369306251233999e-01
4.195590889715568039e+01,9.258369312785639238e-01
4.208826192206784356e+01,9.258369283604488409e-01
4.222061494698000672e+01,9.258369326542326139e-01
4.235296797189216988e+01,9.258369282671072842e-01
4.248532099680433305e+01,9.258369314545725759e-01
4.261767402171649621e+01,9.258369303896677449e-01
4.275002704662865938e+01,9.258369290460719547e-01
4.288238007154082254e+01,9.258369323712617449e-01
4.301473309645298571e+01,9.258369280692968495e-01
4.314708612136514887e+01,9.258369320686098414e-01
4.327943914627731203e+01,9.258369295457621329e-01
4.341179217118947520e+01,9.258369298681716764e-01
4.354414519610163836e+01,9.258369318129588965e-01
4.367649822101380153e+01,9.258369282026678304e-01
4.380885124592596469e+01,9.258369323940160989e-01
4.394120427083812785e+01,9.258369288633596650e-01
4.407355729575028391e+01,9.258369307018945449e-01
4.420591032066244708e+01,9.258369310755575343e-01
4.433826334557461024e+01,9.258369286276447729e-01
4.447061637048677341e+01,9.258369324027519998e-01
4.460296939539893657e+01,9.258369284289713619e-01
4.473532242031109973e+01,9.258369314285369578e-01
4.486767544522326290e+01,9.258369302745041995e-01
4.500002847013542606e+01,9.258369292660750816e-01
4.513238149504758923e+01,9.258369321130800467e-01
4.526473451995975239e+01,9.258369282888615492e-01
4.539708754487191555e+01,9.258369319517784080e-01
4.552944056978407872e+01,9.258369295271167143e-01
4.566179359469624188e+01,9.258369300145360414e-01
4.579414661960840505e+01,9.258369315841720182e-01
4.592649964452056821e+01,9.258369284450234105e-01
4.605885266943273137e+01,9.258369322098078946e-01
4.619120569434489454e+01,9.258369289360371956e-01
4.632355871925705770e+01,9.258369307603576681e-01
4.645591174416922087e+01,9.258369309053449125e-01
4.658826476908138403e+01,9.258369288575714062e-01
4.672061779399354720e+01,9.258369321819130970e-01
4.685297081890571036e+01,9.258369285757189759e-01
4.698532384381787352e+01,9.258369313979781801e-01
4.711767686873003669e+01,9.258369301817289676e-01
4.725002989364219985e+01,9.258369294528335791e-01
4.738238291855436302e+01,9.258369318889421162e-01
4.751473594346652618e+01,9.258369284836539537e-01
4.764708896837868934e+01,9.258369318433369299e-01
4.777944199329085251e+01,9.258369295185802095e-01
4.791179501820301567e+01,9.258369301356825787e-01
4.804414804311517884e+01,9.258369313879336593e-01
4.817650106802734200e+01,9.258369286572716295e-01
4.830885409293950516e+01,9.258369320444262973e-01
4.844120711785166833e+01,9.258369290064846213e-01
4.857356014276383149e+01,9.258369308041537460e-01
4.870591316767599466e+01,9.258369307620012423e-01
4.883826619258815782e+01,9.258369290566254017e-01
4.897061921750032099e+01,9.258369319867447711e-01
4.910297224241248415e+01,9.258369287094694311e-01
4.923532526732464731e+01,9.258369313641722220e-01
4.936767829223681048e+01,9.258369301071428525e-01
4.950003131714897364e+01,9.258369296121501391e-01
4.963238434206113681e+01,9.258369316931964743e-01
4.976473736697329997e+01,9.258369286575106605e-01
4.989709039188546313e+01,9.258369317423446043e-01
5.002944341679762630e+01,9.258369295180027825e-01
5.016179644170978946e+01,9.258369302361356690e-01
5.029414946662195263e+01,9.258369312187469946e-01
5.042650249153411579e+01,9.258369288442361844e-01
5.055885551644627895e+01,9.258369318951267246e-01
5.069120854135844212e+01,9.258369290746166769e-01
5.082356156627059818e+01,9.258369308360958616e-01
5.095591459118276134e+01,9.258369306408887889e-01
5.108826761609492451e+01,9.258369292298509468e-01
5.122062064100708767e+01,9.258369318132961823e-01
5.135297366591925083e+01,9.258369288319455714e-01
5.148532669083141400e+01,9.258369313280723212e-01
5.161767971574357716e+01,9.258369300474674768e-01
5.175003274065574033e+01,9.258369297485978811e-01
5.188238576556790349e+01,9.258369315213604844e-01
5.201473879048006665e+01,9.258369288135067654e-01
5.214709181539222982e+01,9.258369316480044020e-01
5.227944484030439298e+01,9.258369295237254271e-01
5.241179786521655615e+01,9.258369303194512456e-01
5.254415089012871931e+01,9.258369310722549539e-01
5.267650391504088248e+01,9.258369290097662185e-01
5.280885693995304564e+01,9.258369317596886194e-01
5.294120996486520880e+01,9.258369291404101586e-01
5.307356298977737197e+01,9.258369308583850321e-01
5.320591601468953513e+01,9.258369305383352676e-01
5.333826903960169830e+01,9.258369293812710454e-01
5.347062206451386146e+01,9.258369316583905384e-01
5.360297508942602462e+01,9.258369289445623762e-01
5.373532811433818779e+01,9.258369312903993453e-01
5.386768113925035095e+01,9.258369300001160207e-01
5.400003416416251412e+01,9.258369298658193358e-01
5.413238718907467728e+01,9.258369313698364689e-01
5.426474021398684044e+01,9.258369289541310554e-01
5.439709323889900361e+01,9.258369315596420845e-01
5.452944626381116677e+01,9.258369295344560657e-01
5.466179928872332994e+01,9.258369303884597112e-01
5.479415231363549310e+01,9.258369309449644424e-01
5.492650533854765627e+01,9.258369291569694681e-01
5.505885836345981943e+01,9.258369316362979884e-01
5.519121138837198259e+01,9.258369292038831633e-01
5.532356441328414576e+01,9.258369308727604219e-01
5.545591743819630892e+01,9.258369304514019182e-01
5.558827046310847209e+01,9.258369295141258837e-01
5.572062348802063525e+01,9.258369315194496796e-01
5.585297651293279841e+01,9.258369290484901315e-01
5.598532953784496158e+01,9.258369312517016336e-01
5.611768256275712474e+01,9.258369299630244686e-01
5.625003558766928791e+01,9.258369299667468244e-01
5.638238861258145107e+01,9.258369312357114245e-01
5.651474163749361423e+01,9.258369290814187913e-01
5.664709466240577740e+01,9.258369314766818903e-01
5.677944768731794056e+01,9.258369295491771789e-01
5.691180071223010373e+01,9.258369304454332482e-01
5.704415373714226689e+01,9.258369308340512749e-01
5.717650676205443006e+01,9.258369292883761315e-01
5.730885978696659322e+01,9.258369315234604713e-01
5.744121281187875638e+01,9.258369292650777682e-01
5.757356583679091955e+01,9.258369308806102538e-01
5.770591886170307561e+01,9.258369303777129744e-01
5.783827188661523877e+01,9.258369296310527963e-01
5.797062491152740193e+01,9.258369313943604073e-01
5.810297793643956510e+01,9.258369291447051674e-01
5.823533096135172826e+01,9.258369312124002937e-01
5.836768398626389143e+01,9.258369299345313719e-01
5.850003701117605459e+01,9.258369300537635516e-01
5.863239003608821776e+01,9.258369311166032567e-01
5.876474306100038092e+01,9.258369291970468540e-01
5.889709608591254408e+01,9.258369313986296589e-01
5.902944911082470725e+01,9.258369295670793031e-01
5.916180213573687041e+01,9.258369304922141607e-01
5.929415516064903358e+01,9.258369307372071866e-01
5.942650818556119674e+01,9.258369294060658783e-01
5.955886121047335990e+01,9.258369314199328404e-01
5.969121423538552307e+01,9.258369293240509279e-01
5.982356726029768623e+01,9.258369308830532995e-01
5.995592028520984940e+01,9.258369303153326513e-01
6.008827331012201256e+01,9.258369297342148307e-01
6.022062633503417572e+01,9.258369312813772289e-01
6.035297935994633889e+01,9.258369292340291601e-01
6.048533238485850205e+01,9.258369311728211759e-01
6.061768540977066522e+01,9.258369299132857000e-01
6.075003843468282838e+01,9.258369301288211783e-01
6.088239145959499155e+01,9.258369310105478700e-01
6.101474448450715471e+01,9.258369293024101276e-01
6.114709750941931787e+01,9.258369313250607302e-01
6.127945053433148104e+01,9.258369295875140681e-01
6.141180355924364420e+01,9.258369305303087993e-01
6.154415658415580737e+01,9.258369306525319198e-01
6.167650960906797053e+01,9.258369295117621078e-01
6.180886263398013369e+01,9.258369313246755938e-01
6.194121565889229686e+01,9.258369293808668132e-01
6.207356868380446002e+01,9.258369308809984988e-01
6.220592170871662319e+01,9.258369302626680009e-01
6.233827473362878635e+01,9.258369298254013335e-01
6.247062775854094951e+01,9.258369311790476397e-01
6.260298078345311268e+01,9.258369293171552217e-01
6.273533380836527584e+01,9.258369311332178553e-01
6.286768683327743901e+01,9.258369298981815598e-01
6.300003985818960217e+01,9.258369301935337470e-01
6.313239288310176534e+01,9.258369309159131255e-01
6.326474590801392850e+01,9.258369293986760118e-01
6.339709893292609166e+01,9.258369312556077313e-01
6.352945195783825483e+01,9.258369296099570045e-01
6.366180498275041799e+01,9.258369305609603916e-01
6.379415800766258116e+01,9.258369305784494019e-01
6.392651103257474432e+01,9.258369296069023369e-01
6.405886405748690038e+01,9.258369312368122106e-01
6.419121708239906354e+01,9.258369294355924817e-01
6.432357010731122671e+01,9.258369308751907001e-01
6.445592313222338987e+01,9.258369302183998562e-01
6.458827615713555304e+01,9.258369299061043334e-01
6.472062918204771620e+01,9.258369310861525037e-01
6.485298220695987936e+01,9.258369293946748790e-01
6.498533523187204253e+01,9.258369310937896168e-01
6.511768825678420569e+01,9.258369298883055709e-01
6.525004128169636886e+01,9.258369302492436281e-01
6.538239430660853202e+01,9.258369308313336710e-01
6.551474733152069518e+01,9.258369294868272759e-01
6.564710035643285835e+01,9.258369311899528054e-01
6.577945338134502151e+01,9.258369296339800103e-01
6.591180640625718468e+01,9.258369305851995579e-01
6.604415943116934784e+01,9.258369305136404659e-01
6.617651245608151100e+01,9.258369296926947101e-01
6.630886548099367417e+01,9.258369311555998404e-01
6.644121850590583733e+01,9.258369294882956568e-01
6.657357153081800050e+01,9.258369308662455222e-01
6.670592455573016366e+01,9.258369301814273200e-01
6.683827758064232683e+01,9.258369299775750516e-01
6.697063060555448999e+01,9.258369310016637543e-01
6.710298363046665315e+01,9.258369294670925065e-01
6.723533665537881632e+01,9.258369310546947784e-01
6.736768968029097948e+01,9.258369298828966754e-01
6.750004270520314265e+01,9.258369302970769210e-01
6.763239573011530581e+01,9.258369307556583161e-01
6.776474875502746897e+01,9.258369295676996957e-01
6.789710177993963214e+01,9.258369311278180636e-01
6.802945480485179530e+01,9.258369296592319220e-01
6.816180782976395847e+01,9.258369306038904956e-01
6.829416085467612163e+01,9.258369304569962210e-01
6.842651387958828479e+01,9.258369297701626310e-01
6.855886690450044796e+01,9.258369310804043240e-01
6.869121992941261112e+01,9.258369295390411757e-01
6.882357295432477429e+01,9.258369308546736676e-01
6.895592597923693745e+01,9.258369301508235782e-01
6.908827900414910061e+01,9.258369300408723079e-01
6.922063202906126378e+01,9.258369309247075352e-01
6.935298505397342694e+01,9.258369295348423123e-01
6.948533807888559011e+01,9.258369310160576848e-01
6.961769110379775327e+01,9.258369298813181603e-01
6.975004412870991644e+01,9.258369303379838655e-01
6.988239715362207960e+01,9.258369306879116190e-01
7.001475017853424276e+01,9.258369296420040362e-01
7.014710320344640593e+01,9.258369310689630316e-01
7.027945622835856909e+01,9.258369296854216390e-01
7.041180925327073226e+01,9.258369306177600677e-01
7.054416227818289542e+01,9.258369304075761974e-01
7.067651530309505858e+01,9.258369298401746272e-01
7.080886832800722175e+01,9.258369310106822070e-01
7.094122135291938491e+01,9.258369295878902117e-01
7.107357437783154808e+01,9.258369308409045706e-01
7.120592740274371124e+01,9.258369301258059236e-01
7.133828042765587440e+01,9.258369300968940507e-01
7.147063345256803757e+01,9.258369308545377763e-01
7.160298647748020073e+01,9.258369295982995517e-01
7.173533950239236390e+01,9.258369309779800327e-01
7.186769252730452706e+01,9.258369298830320115e-01
7.200004555221669023e+01,9.258369303727720379e-01
7.213239857712885339e+01,9.258369306272610233e-01
7.226475160204101655e+01,9.258369297103510309e-01
7.239710462695317972e+01,9.258369310131752128e-01
7.252945765186534288e+01,9.258369297123064667e-01
7.266181067677750605e+01,9.258369306274260024e-01
7.279416370168966921e+01,9.258369303645790360e-01
7.292651672660183237e+01,9.258369299034766575e-01
7.305886975151399554e+01,9.258369309459659746e-01
7.319122277642615870e+01,9.258369296349019395e-01
7.332357580133832187e+01,9.258369308253010521e-01
7.345592882625048503e+01,9.258369301057065570e-01
7.358828185116264819e+01,9.258369301464098866e-01
7.372063487607481136e+01,9.258369307905135459e-01
7.385298790098697452e+01,9.258369296577889651e-01
7.398534092589913769e+01,9.258369309405428682e-01
7.411769395081130085e+01,9.258369298875819275e-01
7.425004697572346402e+01,9.258369304021304425e-01
7.438240000063562718e+01,9.258369305729923227e-01
7.451475302554779034e+01,9.258369297732665926e-01
7.464710605045993930e+01,9.258369309602695330e-01
7.477945907537210246e+01,9.258369297396817910e-01
7.491181210028426563e+01,9.258369306334138793e-01
7.504416512519642879e+01,9.258369303273183970e-01
7.517651815010859195e+01,9.258369299607086544e-01
7.530887117502075512e+01,9.258369308858496183e-01
7.544122419993291828e+01,9.258369296801292059e-01
7.557357722484508145e+01,9.258369308081700888e-01
7.570593024975724461e+01,9.258369300899540466e-01
7.583828327466940777e+01,9.258369301900808424e-01
7.597063629958157094e+01,9.258369307320815089e-01
7.610298932449373410e+01,9.258369297135929932e-01
7.623534234940589727e+01,9.258369309038130268e-01
7.636769537431806043e+01,9.258369298945765546e-01
7.650004839923022359e+01,9.258369304266528266e-01
7.663240142414238676e+01,9.258369305244897873e-01
7.676475444905454992e+01,9.258369298312064677e-01
7.689710747396671309e+01,9.258369309100833444e-01
